killed_by,kill_distance,killer_placement,killer_name,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,extra
M16A4,#17,3,Ftbox_NkEr,476854.90625,579343.25,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcjrGx1E4E_k2GOuM2UZ9BY1HRaH4Ig84EJB3MmLW6xx5U6D_GCjxe4RXrgJAeYGWk47s1By6k10Pit1x3D3yJgrSUtARzMxQJUWYPTrf7wtItXR06Qjw2I=,2023-02-22 02:40:23,VIETNAM__NB,#17,476817.90625,579146.1875,05:02 01|||VIETNAM__NB|||(#17)|||M16A4 (2m)|||victim|||476817.90625|||579146.1875|||VIETNAM__NB|||killer|||476854.90625|||579343.25|||me
Mini,#15,3,Ftbox_NkEr,476412.5625,578840.3125,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcjrGx1E4E_k2GOuM2UZ9BY1HRaH4Ig84EJB3MmLW6xx5U6D_GCjxe4RXrgJAeYGWk47s1By6k10Pit1x3D3yJgrSUtARzMxQJUWYPTrf7wtItXR06Qjw2I=,2023-02-22 02:40:23,KoBeBuLaiEnTea,#15,470943.4375,570670.1875,05:30 02|||KoBeBuLaiEnTea|||(#15)|||Mini 14 (98m)|||victim|||470943.4375|||570670.1875|||KoBeBuLaiEnTea|||killer|||476412.5625|||578840.3125|||me
death.None,19m,,TWB_GanWo-BiBi,118238.7890625,715147.8125,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcjrGx1E4E_k2GOuM2UZ9BY1HRaH4Ig84EJB3MmLW6xx5U6D_GCjxe4RXrgJAeYGWk47s1By6k10Pit1x3D3yJgrSUtARzMxQJUWYPTrf7wtItXR06Qjw2I=,2023-02-22 02:40:23,Ftbox_NkEr,3,119497.2109375,713689.8125,29:56 killer|||TWB_GanWo-BiBi|||death.None (19m)|||victim|||119497.2109375|||713689.8125|||me|||killer|||118238.7890625|||715147.8125|||TWB_GanWo-BiBi
M762,#16,1,Ftbox_NkEr,453242.1875,248712.90625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,99G1-CuongCool,#16,453470,248674.59375,02:08 01|||99G1-CuongCool|||(#16)|||M762 (2m)|||victim|||453470|||248674.59375|||99G1-CuongCool|||killer|||453242.1875|||248712.90625|||me
Grenade,#14,1,Ftbox_NkEr,453028.53125,243498.796875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,18-KimDung,#14,451228.3125,240909.1875,05:42 02|||18-KimDung|||(#14)|||Grenade (32m)|||victim|||451228.3125|||240909.1875|||18-KimDung|||killer|||453028.53125|||243498.796875|||me
M762,#11,1,Ftbox_NkEr,450015.53125,248615.40625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,AEXM_ConGiaLAP,#11,449518.375,248775.859375,08:53 03|||AEXM_ConGiaLAP|||(#11)|||M762 (5m)|||victim|||449518.375|||248775.859375|||AEXM_ConGiaLAP|||killer|||450015.53125|||248615.40625|||me
M762,#8,1,Ftbox_NkEr,364739.25,224826.546875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,TOY-manman,#8,368488.71875,221925.3125,13:06 04|||TOY-manman|||(#8)|||M762 (47m)|||victim|||368488.71875|||221925.3125|||TOY-manman|||killer|||364739.25|||224826.546875|||me
AWM,#6,1,Ftbox_NkEr,329175.21875,253382.375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,80s_L-_-V,#6,328030.53125,245503.5625,16:30 05|||80s_L-_-V|||(#6)|||AWM (80m)|||victim|||328030.53125|||245503.5625|||80s_L-_-V|||killer|||329175.21875|||253382.375|||me
M762,#6,1,Ftbox_NkEr,329175.21875,253382.375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,80s_X-_-F,#6,323939,253199.90625,16:30 06|||80s_X-_-F|||(#6)|||M762 (52m)|||victim|||323939|||253199.90625|||80s_X-_-F|||killer|||329175.21875|||253382.375|||me
M762,#4,1,Ftbox_NkEr,413733.90625,227745.453125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,llxdad,#4,412231.8125,224083.234375,21:02 07|||llxdad|||(#4)|||M762 (40m)|||victim|||412231.8125|||224083.234375|||llxdad|||killer|||413733.90625|||227745.453125|||me
Grenade,#3,1,Ftbox_NkEr,407806.15625,221440.359375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,64658712,#3,404162.625,220699.84375,28:08 08|||64658712|||(#3)|||Grenade (37m)|||victim|||404162.625|||220699.84375|||64658712|||killer|||407806.15625|||221440.359375|||me
Grenade,#3,1,Ftbox_NkEr,405549.15625,220566.984375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9peaCjRQspzEBOcJfTPOZvQxbsY8cWtT-tR1T8QizyJ1Vw_xlD86dke1szulraWSCBIA8g42IOl-N00KDUmi9TEJfIHRa_uTMXm2iHt-62rgivErLMVTeohY=,2023-02-22 02:02:43,sen3119,#3,403576.625,220416.921875,28:16 09|||sen3119|||(#3)|||Grenade (20m)|||victim|||403576.625|||220416.921875|||sen3119|||killer|||405549.15625|||220566.984375|||me
M762,#10,13,Ftbox_NkEr,171876.859375,288013.1875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc_jg3sYBTLLnn4nChPMX9XISQJY4Mq3LDi7uSf1efkfLDmDR4nY_cL8cSNNP2aHIC01brzwExY8L1Whcr4jTud9YJD1wQm2IjLHousUeaszRMPD7bPJC7Y=,2023-02-22 01:52:26,Salvatore1018,#10,170253.046875,287738.21875,05:48 01|||Salvatore1018|||(#10)|||M762 (16m)|||victim|||170253.046875|||287738.21875|||Salvatore1018|||killer|||171876.859375|||288013.1875|||me
M416,#10,,XILINTAO,170608.34375,287640.09375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc_jg3sYBTLLnn4nChPMX9XISQJY4Mq3LDi7uSf1efkfLDmDR4nY_cL8cSNNP2aHIC01brzwExY8L1Whcr4jTud9YJD1wQm2IjLHousUeaszRMPD7bPJC7Y=,2023-02-22 01:52:26,Ftbox_NkEr,13,171848.6875,288004.5625,06:23 killer|||XILINTAO|||(#10)|||M416 (13m)|||victim|||171848.6875|||288004.5625|||me|||killer|||170608.34375|||287640.09375|||XILINTAO
death.WeapK2_C,#13,4,Ftbox_NkEr,454249.40625,252618.6875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTX_qH81WEdCB7VHZMa4GFjdJkdHLXi9l9XksL0aUuJR0RqwvVR3p_KrjfLgpPWFkgnaPWuPrp55AcIO014us56jtR1XStNCH0dgf_qEeeI4EYxJWwtehmI=,2023-02-22 01:23:14,1kun_ge,#13,454060.46875,252700.40625,02:18 01|||1kun_ge|||(#13)|||death.WeapK2_C (2m)|||victim|||454060.46875|||252700.40625|||1kun_ge|||killer|||454249.40625|||252618.6875|||me
M416,#13,4,Ftbox_NkEr,451591.03125,241774.375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTX_qH81WEdCB7VHZMa4GFjdJkdHLXi9l9XksL0aUuJR0RqwvVR3p_KrjfLgpPWFkgnaPWuPrp55AcIO014us56jtR1XStNCH0dgf_qEeeI4EYxJWwtehmI=,2023-02-22 01:23:14,LeGe789,#13,452078.75,241428.484375,03:11 02|||LeGe789|||(#13)|||M416 (6m)|||victim|||452078.75|||241428.484375|||LeGe789|||killer|||451591.03125|||241774.375|||me
M416,#13,4,Ftbox_NkEr,451653.84375,241681.046875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTX_qH81WEdCB7VHZMa4GFjdJkdHLXi9l9XksL0aUuJR0RqwvVR3p_KrjfLgpPWFkgnaPWuPrp55AcIO014us56jtR1XStNCH0dgf_qEeeI4EYxJWwtehmI=,2023-02-22 01:23:14,fdkoko,#13,452236.5625,241633.296875,03:13 03|||fdkoko|||(#13)|||M416 (6m)|||victim|||452236.5625|||241633.296875|||fdkoko|||killer|||451653.84375|||241681.046875|||me
M416,#10,4,Ftbox_NkEr,155799.5625,407824.875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTX_qH81WEdCB7VHZMa4GFjdJkdHLXi9l9XksL0aUuJR0RqwvVR3p_KrjfLgpPWFkgnaPWuPrp55AcIO014us56jtR1XStNCH0dgf_qEeeI4EYxJWwtehmI=,2023-02-22 01:23:14,zhjyww98k,#10,156966.296875,408211.625,16:29 04|||zhjyww98k|||(#10)|||M416 (12m)|||victim|||156966.296875|||408211.625|||zhjyww98k|||killer|||155799.5625|||407824.875|||me
death.WeapMk12_C,#6,4,Ftbox_NkEr,155160.5625,432192.75,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTX_qH81WEdCB7VHZMa4GFjdJkdHLXi9l9XksL0aUuJR0RqwvVR3p_KrjfLgpPWFkgnaPWuPrp55AcIO014us56jtR1XStNCH0dgf_qEeeI4EYxJWwtehmI=,2023-02-22 01:23:14,xingxing14666,#6,146204.140625,429335.53125,21:00 05|||xingxing14666|||(#6)|||death.WeapMk12_C (94m)|||victim|||146204.140625|||429335.53125|||xingxing14666|||killer|||155160.5625|||432192.75|||me
Grenade,#6,,badaoye1,0,0,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTX_qH81WEdCB7VHZMa4GFjdJkdHLXi9l9XksL0aUuJR0RqwvVR3p_KrjfLgpPWFkgnaPWuPrp55AcIO014us56jtR1XStNCH0dgf_qEeeI4EYxJWwtehmI=,2023-02-22 01:23:14,Ftbox_NkEr,4,157138.8125,430862.46875,21:50 killer|||badaoye1|||(#6)|||Grenade|||victim|||157138.8125|||430862.46875|||me|||killer|||0|||0|||badaoye1
death.BP_Mirado_A_02_C,#11,3,Ftbox_NkEr,450931.46875,236853.3125,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pZ-bx6H4GquMtg2I2DV0Dj_2C4Wv2bef7-PLftryR9uuGcHIA8U0n_RDpkVzuDoz4mN8cTKvXs-_AFaoUs5xq0F7F1UuXuUgERNcA1h7T49RRoR_Og1akvM=,2023-02-22 00:53:21,CK-YSL,#11,450801.59375,236702.203125,08:24 01|||CK-YSL|||(#11)|||death.BP_Mirado_A_02_C (2m)|||victim|||450801.59375|||236702.203125|||CK-YSL|||killer|||450931.46875|||236853.3125|||me
M24,#2,,KC_Tiger,431408.4375,61808.5,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pZ-bx6H4GquMtg2I2DV0Dj_2C4Wv2bef7-PLftryR9uuGcHIA8U0n_RDpkVzuDoz4mN8cTKvXs-_AFaoUs5xq0F7F1UuXuUgERNcA1h7T49RRoR_Og1akvM=,2023-02-22 00:53:21,Ftbox_NkEr,3,417886.71875,74734.8671875,20:52 killer|||KC_Tiger|||(#2)|||M24 (187m)|||victim|||417886.71875|||74734.8671875|||me|||killer|||431408.4375|||61808.5|||KC_Tiger
AWM,#7,1,Ftbox_NkEr,283597.46875,543259.5,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pYj54I69eWTUn2oX9RHGObPdM2x7XGxM-QCasGEKuT3DL-5u_ubhqpPAwtdnNliEMydwLirjIkXCYdMnCcoiIwubtS-2rZaSMOkuzDxT_1V83EX-wplAWs4=,2023-02-22 00:20:18,4-derddayu,#7,315398.78125,553563.125,17:30 01|||4-derddayu|||(#7)|||AWM (334m)|||victim|||315398.78125|||553563.125|||4-derddayu|||killer|||283597.46875|||543259.5|||me
AWM,#7,1,Ftbox_NkEr,283615.3125,542809.8125,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pYj54I69eWTUn2oX9RHGObPdM2x7XGxM-QCasGEKuT3DL-5u_ubhqpPAwtdnNliEMydwLirjIkXCYdMnCcoiIwubtS-2rZaSMOkuzDxT_1V83EX-wplAWs4=,2023-02-22 00:20:18,dahsdbw,#7,313532.78125,551001.875,18:48 02|||dahsdbw|||(#7)|||AWM (310m)|||victim|||313532.78125|||551001.875|||dahsdbw|||killer|||283615.3125|||542809.8125|||me
M416,#4,,Ronin_Xyy,266063.5625,549814.625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pYj54I69eWTUn2oX9RHGObPdM2x7XGxM-QCasGEKuT3DL-5u_ubhqpPAwtdnNliEMydwLirjIkXCYdMnCcoiIwubtS-2rZaSMOkuzDxT_1V83EX-wplAWs4=,2023-02-22 00:20:18,Ftbox_NkEr,1,265542.875,549898.625,20:54 killer|||Ronin_Xyy|||(#4)|||M416 (5m)|||victim|||265542.875|||549898.625|||me|||killer|||266063.5625|||549814.625|||Ronin_Xyy
M249,#7,,i19-35kg-XiGou,468543.96875,555887.625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pUx8M6EYrhOsdmmys6dDOhiBukE0rGSMq5MuMV46Y8L1qF_oDiarNyGAoOYRPt2BTiY-wJ2BX4kaw06eeWPNMCg0ULDDPhAShQ7VNw8Aq_j9aURKiHcEcOc=,2023-02-21 02:52:43,Ftbox_NkEr,15,471790.25,559111.25,05:51 killer|||i19-35kg-XiGou|||(#7)|||M249 (46m)|||victim|||471790.25|||559111.25|||me|||killer|||468543.96875|||555887.625|||i19-35kg-XiGou
M416,#4,1,Ftbox_NkEr,437770.84375,591642.9375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUiCtGR9bLa95pPeCJlUBbM6Tsl-qF3EdYiiYHXqbBmR0MdJQi5DWQEBYRwGLvVSXIyryVJQR8w5gmFeaXXGyORvtb3adySWqBvOopVDUNshdRQsbIhhbQ=,2023-02-21 02:23:45,KEAI-SuFei,#4,436990.625,590537,24:31 01|||KEAI-SuFei|||(#4)|||M416 (14m)|||victim|||436990.625|||590537|||KEAI-SuFei|||killer|||437770.84375|||591642.9375|||me
Grenade,#2,1,Ftbox_NkEr,444239.09375,574342.0625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUiCtGR9bLa95pPeCJlUBbM6Tsl-qF3EdYiiYHXqbBmR0MdJQi5DWQEBYRwGLvVSXIyryVJQR8w5gmFeaXXGyORvtb3adySWqBvOopVDUNshdRQsbIhhbQ=,2023-02-21 02:23:45,VIRUS-71,#2,443906.8125,574612.6875,26:43 02|||VIRUS-71|||(#2)|||Grenade (4m)|||victim|||443906.8125|||574612.6875|||VIRUS-71|||killer|||444239.09375|||574342.0625|||me
M416,#17,1,Ftbox_NkEr,372896.375,399034.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,yuejian1502,#17,373088.28125,399085.59375,02:01 01|||yuejian1502|||(#17)|||M416 (2m)|||victim|||373088.28125|||399085.59375|||yuejian1502|||killer|||372896.375|||399034.375|||me
M416,#17,1,Ftbox_NkEr,372815.625,398773.4375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,DH3338,#17,373313.625,399418.5625,02:08 02|||DH3338|||(#17)|||M416 (8m)|||victim|||373313.625|||399418.5625|||DH3338|||killer|||372815.625|||398773.4375|||me
Mini,#17,1,Ftbox_NkEr,369921.59375,399813.53125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,Yyds_Min,#17,396740.59375,407200.875,03:53 03|||Yyds_Min|||(#17)|||Mini 14 (278m)|||victim|||396740.59375|||407200.875|||Yyds_Min|||killer|||369921.59375|||399813.53125|||me
death.WeapMk12_C,#6,1,Ftbox_NkEr,535067.3125,307946.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,YzDx_5A,#6,521187.1875,294774.0625,17:01 04|||YzDx_5A|||(#6)|||death.WeapMk12_C (191m)|||victim|||521187.1875|||294774.0625|||YzDx_5A|||killer|||535067.3125|||307946.8125|||me
death.WeapMk12_C,#9,1,Ftbox_NkEr,534749.5625,308358.21875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,T1minG_-,#9,517570.375,296859.21875,17:12 05|||T1minG_-|||(#9)|||death.WeapMk12_C (207m)|||victim|||517570.375|||296859.21875|||T1minG_-|||killer|||534749.5625|||308358.21875|||me
Grenade,#5,1,Ftbox_NkEr,522979.90625,249664.875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,ermingshierbi,#5,522322.375,249845.28125,23:22 06|||ermingshierbi|||(#5)|||Grenade (7m)|||victim|||522322.375|||249845.28125|||ermingshierbi|||killer|||522979.90625|||249664.875|||me
death.WeapMG3_C,#3,1,Ftbox_NkEr,529589.8125,259862.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,NFN1m_DaHao,#3,531726.4375,260472.4375,30:35 07|||NFN1m_DaHao|||(#3)|||death.WeapMG3_C (22m)|||victim|||531726.4375|||260472.4375|||NFN1m_DaHao|||killer|||529589.8125|||259862.375|||me
death.WeapMG3_C,#3,1,Ftbox_NkEr,529589.8125,259862.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,Master_Kar98r,#3,531160.3125,261355.1875,30:35 08|||Master_Kar98r|||(#3)|||death.WeapMG3_C (22m)|||victim|||531160.3125|||261355.1875|||Master_Kar98r|||killer|||529589.8125|||259862.375|||me
death.WeapMG3_C,#2,1,Ftbox_NkEr,529025.25,261271.984375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pSUV93pT75U15r2kmGjQ2SK6g8bR7pGS90D0CzR_5iM3QTpyDGwkpac-i68cBs8AlHYhaANLS86nUEc-hqXK9YoliWFNUxH7h7DsXzFF2uzYltQ7YpIzuCY=,2023-02-21 01:48:59,onlyYou-11,#2,527279,265892.9375,31:28 09|||onlyYou-11|||(#2)|||death.WeapMG3_C (49m)|||victim|||527279|||265892.9375|||onlyYou-11|||killer|||529025.25|||261271.984375|||me
M762,#17,3,Ftbox_NkEr,440346.25,237841.234375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVY8RKvAV5DHeWdkAAsmg0eV6bmW0PAY9cHFH_yzE-w-sQamUhDiCo-vcCnTw9x7NGpUpGqIQG-M9HS730NqAWkbmJkZQDjmmgolzkFC1n_W74hn6Kd4qlE=,2023-02-21 01:19:09,OngHoangMocLop,#17,440557.09375,237032.8125,02:55 01|||OngHoangMocLop|||(#17)|||M762 (8m)|||victim|||440557.09375|||237032.8125|||OngHoangMocLop|||killer|||440346.25|||237841.234375|||me
AWM,#6,3,Ftbox_NkEr,542327.3125,340678.53125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVY8RKvAV5DHeWdkAAsmg0eV6bmW0PAY9cHFH_yzE-w-sQamUhDiCo-vcCnTw9x7NGpUpGqIQG-M9HS730NqAWkbmJkZQDjmmgolzkFC1n_W74hn6Kd4qlE=,2023-02-21 01:19:09,cc_wsf,#6,524735.9375,333271.53125,20:42 02|||cc_wsf|||(#6)|||AWM (191m)|||victim|||524735.9375|||333271.53125|||cc_wsf|||killer|||542327.3125|||340678.53125|||me
AWM,#4,3,Ftbox_NkEr,543014.375,368624.3125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVY8RKvAV5DHeWdkAAsmg0eV6bmW0PAY9cHFH_yzE-w-sQamUhDiCo-vcCnTw9x7NGpUpGqIQG-M9HS730NqAWkbmJkZQDjmmgolzkFC1n_W74hn6Kd4qlE=,2023-02-21 01:19:09,F2_TienRacing,#4,534596.3125,366560.5625,23:55 03|||F2_TienRacing|||(#4)|||AWM (87m)|||victim|||534596.3125|||366560.5625|||F2_TienRacing|||killer|||543014.375|||368624.3125|||me
Grenade,11m,,MoNzXiaoYi,523344.8125,358525.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pVY8RKvAV5DHeWdkAAsmg0eV6bmW0PAY9cHFH_yzE-w-sQamUhDiCo-vcCnTw9x7NGpUpGqIQG-M9HS730NqAWkbmJkZQDjmmgolzkFC1n_W74hn6Kd4qlE=,2023-02-21 01:19:09,Ftbox_NkEr,3,523251.375,359613.15625,27:21 killer|||MoNzXiaoYi|||Grenade (11m)|||victim|||523251.375|||359613.15625|||me|||killer|||523344.8125|||358525.8125|||MoNzXiaoYi
AKM,#15,2,Ftbox_NkEr,479023.28125,579014.1875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcYeLrOrAkLeI5SMoBZja7XwZDcLSKMS8xzvvBufuu1xcFiYGsN4TBLTS6xR2kmms912xOQ-Mkp2TyV_2VcpxPVGkp_JtlDQ2yEJhgBzbb0xnaL3F0xaofU=,2023-02-21 00:46:25,STay_TeAmo,#15,480580.1875,574940.625,03:11 01|||STay_TeAmo|||(#15)|||AKM (44m)|||victim|||480580.1875|||574940.625|||STay_TeAmo|||killer|||479023.28125|||579014.1875|||me
M762,#15,2,Ftbox_NkEr,470073.8125,572956.875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcYeLrOrAkLeI5SMoBZja7XwZDcLSKMS8xzvvBufuu1xcFiYGsN4TBLTS6xR2kmms912xOQ-Mkp2TyV_2VcpxPVGkp_JtlDQ2yEJhgBzbb0xnaL3F0xaofU=,2023-02-21 00:46:25,zLong_-,#15,469444.96875,572575.375,06:08 02|||zLong_-|||(#15)|||M762 (7m)|||victim|||469444.96875|||572575.375|||zLong_-|||killer|||470073.8125|||572956.875|||me
