killed_by,kill_distance,killer_placement,killer_name,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y,extra
M762,#16,1,Ftbox_NkEr,361984.6875,409673.625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pelgI_ExsbVxMuEZ7DI18kb0tQ8hFuokLqsKtoMXvw3pFnluHzOmMM-hPMaxR2nODKYmmvHwSsNuEXvjoO92eVgmOZVpHOdsOfFBdcvohhjlJh8OYTPR-LA=,2023-02-23 05:01:50,Shmily-PingTbro,#16,363846.71875,410399.71875,04:11 01|||Shmily-PingTbro|||(#16)|||M762 (20m)|||victim|||363846.71875|||410399.71875|||Shmily-PingTbro|||killer|||361984.6875|||409673.625|||me
SLR,#7,1,Ftbox_NkEr,279801.28125,395763.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pelgI_ExsbVxMuEZ7DI18kb0tQ8hFuokLqsKtoMXvw3pFnluHzOmMM-hPMaxR2nODKYmmvHwSsNuEXvjoO92eVgmOZVpHOdsOfFBdcvohhjlJh8OYTPR-LA=,2023-02-23 05:01:50,jasmines17,#7,265026.40625,408370.46875,22:31 02|||jasmines17|||(#7)|||SLR (194m)|||victim|||265026.40625|||408370.46875|||jasmines17|||killer|||279801.28125|||395763.8125|||me
SLR,#5,1,Ftbox_NkEr,276531.84375,402379.25,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pelgI_ExsbVxMuEZ7DI18kb0tQ8hFuokLqsKtoMXvw3pFnluHzOmMM-hPMaxR2nODKYmmvHwSsNuEXvjoO92eVgmOZVpHOdsOfFBdcvohhjlJh8OYTPR-LA=,2023-02-23 05:01:50,weigegechaojiwei,#5,278286.125,425993.90625,25:13 03|||weigegechaojiwei|||(#5)|||SLR (237m)|||victim|||278286.125|||425993.90625|||weigegechaojiwei|||killer|||276531.84375|||402379.25|||me
SLR,#2,1,Ftbox_NkEr,271077.65625,419152.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pelgI_ExsbVxMuEZ7DI18kb0tQ8hFuokLqsKtoMXvw3pFnluHzOmMM-hPMaxR2nODKYmmvHwSsNuEXvjoO92eVgmOZVpHOdsOfFBdcvohhjlJh8OYTPR-LA=,2023-02-23 05:01:50,duanjiaxu666,#2,264441.15625,415474.53125,29:23 04|||duanjiaxu666|||(#2)|||SLR (76m)|||victim|||264441.15625|||415474.53125|||duanjiaxu666|||killer|||271077.65625|||419152.8125|||me
SLR,#2,1,Ftbox_NkEr,271077.65625,419152.8125,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pelgI_ExsbVxMuEZ7DI18kb0tQ8hFuokLqsKtoMXvw3pFnluHzOmMM-hPMaxR2nODKYmmvHwSsNuEXvjoO92eVgmOZVpHOdsOfFBdcvohhjlJh8OYTPR-LA=,2023-02-23 05:01:50,jiang258147,#2,263143.1875,417424.375,29:23 05|||jiang258147|||(#2)|||SLR (81m)|||victim|||263143.1875|||417424.375|||jiang258147|||killer|||271077.65625|||419152.8125|||me
M416,#13,1,Ftbox_NkEr,466422.84375,453745.15625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,fengchen-1,#13,467480.96875,453809.375,08:42 01|||fengchen-1|||(#13)|||M416 (11m)|||victim|||467480.96875|||453809.375|||fengchen-1|||killer|||466422.84375|||453745.15625|||me
M416,#9,1,Ftbox_NkEr,466827.375,445781.90625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,WG-YunLong,#9,466087.15625,446804.15625,12:14 02|||WG-YunLong|||(#9)|||M416 (13m)|||victim|||466087.15625|||446804.15625|||WG-YunLong|||killer|||466827.375|||445781.90625|||me
SLR,#6,1,Ftbox_NkEr,452969.15625,446545.09375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,YLW_01,#6,448810.375,451141.53125,20:59 03|||YLW_01|||(#6)|||SLR (62m)|||victim|||448810.375|||451141.53125|||YLW_01|||killer|||452969.15625|||446545.09375|||me
SLR,#5,1,Ftbox_NkEr,450615.71875,442151.15625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,Aa6-8-,#5,438372.28125,437715.1875,21:38 04|||Aa6-8-|||(#5)|||SLR (130m)|||victim|||438372.28125|||437715.1875|||Aa6-8-|||killer|||450615.71875|||442151.15625|||me
M762,#5,1,Ftbox_NkEr,450780.15625,434044.96875,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,candy28,#5,448337.09375,434648.90625,23:22 05|||candy28|||(#5)|||M762 (25m)|||victim|||448337.09375|||434648.90625|||candy28|||killer|||450780.15625|||434044.96875|||me
M762,#3,1,Ftbox_NkEr,462875.1875,434040.90625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,Boss_4_Fun,#3,465647.15625,434935.375,24:56 06|||Boss_4_Fun|||(#3)|||M762 (29m)|||victim|||465647.15625|||434935.375|||Boss_4_Fun|||killer|||462875.1875|||434040.90625|||me
SLR,#3,1,Ftbox_NkEr,463066.6875,433947.375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,NBP_LISA,#3,471956.375,437993.625,25:02 07|||NBP_LISA|||(#3)|||SLR (98m)|||victim|||471956.375|||437993.625|||NBP_LISA|||killer|||463066.6875|||433947.375|||me
SLR,#3,1,Ftbox_NkEr,465726.46875,430528.09375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pU-X_nOHzPnDpkmdBo4O1VMnF-l3FZm-wuVkeZfcqm2jurz0Xyk4VTQRfahByoeu-FxVwHfY4zX-XHm5oKYk-ZAbo0pX-W3TZuo6xKsaDlMwXRbK0i01J2E=,2023-02-23 04:05:44,Bao-Bao-VT,#3,469855.84375,423377.1875,25:47 08|||Bao-Bao-VT|||(#3)|||SLR (83m)|||victim|||469855.84375|||423377.1875|||Bao-Bao-VT|||killer|||465726.46875|||430528.09375|||me
M762,#9,3,Ftbox_NkEr,0,0,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTUkMoNuDbIcOvK0w0XFx6t9CyveTjQbM6v6UNkxC1l2PF0-LLC2NOEKwI3EIESZmcNrzxB2XY1mPlapimwnyxNtv2H58qFwAnDJKEa6z3E2N5uQnmb60fk=,2023-02-23 03:35:41,zhailei762,#9,131623.96875,306125.125,21:26 01|||zhailei762|||(#9)|||M762|||victim|||131623.96875|||306125.125|||zhailei762|||killer|||0|||0|||me
M416,#9,,Slagtt,132017.40625,304653.53125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pTUkMoNuDbIcOvK0w0XFx6t9CyveTjQbM6v6UNkxC1l2PF0-LLC2NOEKwI3EIESZmcNrzxB2XY1mPlapimwnyxNtv2H58qFwAnDJKEa6z3E2N5uQnmb60fk=,2023-02-23 03:35:41,Ftbox_NkEr,3,131558.4375,305895.53125,21:10 killer|||Slagtt|||(#9)|||M416 (13m)|||victim|||131558.4375|||305895.53125|||me|||killer|||132017.40625|||304653.53125|||Slagtt
M416,#15,1,Ftbox_NkEr,366580.03125,412364.46875,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,police1008,#15,363995.375,415695.375,03:57 01|||police1008|||(#15)|||M416 (42m)|||victim|||363995.375|||415695.375|||police1008|||killer|||366580.03125|||412364.46875|||me
SLR,#9,1,Ftbox_NkEr,403339.125,226991.90625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,HULIBUSAO--001,#9,411198.09375,229640.71875,12:30 02|||HULIBUSAO--001|||(#9)|||SLR (83m)|||victim|||411198.09375|||229640.71875|||HULIBUSAO--001|||killer|||403339.125|||226991.90625|||me
M762,#10,1,Ftbox_NkEr,427114.28125,217908.65625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,LC0607,#10,427045.90625,218001.921875,13:14 03|||LC0607|||(#10)|||M762 (1m)|||victim|||427045.90625|||218001.921875|||LC0607|||killer|||427114.28125|||217908.65625|||me
M762,#10,1,Ftbox_NkEr,427114.28125,217908.65625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,My_Kun1104,#10,428060.09375,217106.3125,13:14 04|||My_Kun1104|||(#10)|||M762 (12m)|||victim|||428060.09375|||217106.3125|||My_Kun1104|||killer|||427114.28125|||217908.65625|||me
SLR,#6,1,Ftbox_NkEr,409922.59375,230326.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,dadiaoliu6,#6,398995.09375,230534.9375,19:00 05|||dadiaoliu6|||(#6)|||SLR (109m)|||victim|||398995.09375|||230534.9375|||dadiaoliu6|||killer|||409922.59375|||230326.375|||me
SLR,#6,1,Ftbox_NkEr,409922.59375,230326.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,Shamanisloser,#6,399429.84375,232567.90625,19:00 06|||Shamanisloser|||(#6)|||SLR (107m)|||victim|||399429.84375|||232567.90625|||Shamanisloser|||killer|||409922.59375|||230326.375|||me
SLR,#6,1,Ftbox_NkEr,409922.59375,230326.375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,Moltres_coco,#6,404582.125,230941.796875,19:00 07|||Moltres_coco|||(#6)|||SLR (54m)|||victim|||404582.125|||230941.796875|||Moltres_coco|||killer|||409922.59375|||230326.375|||me
Grenade,#15,1,Ftbox_NkEr,403189.96875,216741.359375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,jgfyt6yjt,#15,408236.96875,210310.40625,27:20 08|||jgfyt6yjt|||(#15)|||Grenade (82m)|||victim|||408236.96875|||210310.40625|||jgfyt6yjt|||killer|||403189.96875|||216741.359375|||me
Grenade,#15,1,Ftbox_NkEr,403189.96875,216741.359375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pc31kFkLNbrw6ZQk9SttXfqQzvnMx9zIjL2L5LbkZaZfBmjw7h9yphwA4G5cDjZ80YIW4ABF9iFsBv7hgmK__3EA8v5VFJsiQgvBCyD6vqWK9Y-cVMmpkGI=,2023-02-23 03:04:36,80s_Tang,#15,408284.125,210212.09375,27:20 09|||80s_Tang|||(#15)|||Grenade (83m)|||victim|||408284.125|||210212.09375|||80s_Tang|||killer|||403189.96875|||216741.359375|||me
M416,#16,1,Ftbox_NkEr,366434.8125,401876.09375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcxbppKKn0Du81jRcArBQn0XY79KJFhoW53rZHPuAWM2HKKGGrC4jkaim2qWkNgUZBZ3hqs_J8mK4N0EBYv3UM0VHHVWX5q9I6y7nZqOZI2_qpXUsx4DPfY=,2023-02-23 02:31:48,stlmaq,#16,365650.09375,405459.125,01:45 01|||stlmaq|||(#16)|||M416 (37m)|||victim|||365650.09375|||405459.125|||stlmaq|||killer|||366434.8125|||401876.09375|||me
M24,#16,1,Ftbox_NkEr,370119.5625,399204.84375,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcxbppKKn0Du81jRcArBQn0XY79KJFhoW53rZHPuAWM2HKKGGrC4jkaim2qWkNgUZBZ3hqs_J8mK4N0EBYv3UM0VHHVWX5q9I6y7nZqOZI2_qpXUsx4DPfY=,2023-02-23 02:31:48,Austin-0-,#16,366346.1875,389637.96875,02:48 02|||Austin-0-|||(#16)|||M24 (103m)|||victim|||366346.1875|||389637.96875|||Austin-0-|||killer|||370119.5625|||399204.84375|||me
M416,#12,,220107-A620,294540.21875,383631.5625,https://opgg-pubg-static.akamaized.net/images/map/erangel/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pcxbppKKn0Du81jRcArBQn0XY79KJFhoW53rZHPuAWM2HKKGGrC4jkaim2qWkNgUZBZ3hqs_J8mK4N0EBYv3UM0VHHVWX5q9I6y7nZqOZI2_qpXUsx4DPfY=,2023-02-23 02:31:48,Ftbox_NkEr,1,294681.125,383767.6875,05:48 killer|||220107-A620|||(#12)|||M416 (2m)|||victim|||294681.125|||383767.6875|||me|||killer|||294540.21875|||383631.5625|||220107-A620
S686,#4,14,Ftbox_NkEr,570048.75,593182.625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9paCUahUKDXx8JE4i98KmYCe9yfqh7w3qoNAzYImPkymm-yAekj5hNRT4Vsh9hZuIOLdFqFhuQeY2uSV54MA8b-Q1EI-AUs4oxrtMIlDQ50zZm1lu-udrEAQ=,2023-02-23 02:23:59,17_Mchen,#4,569883.9375,593038.5,03:00 01|||17_Mchen|||(#4)|||S686 (2m)|||victim|||569883.9375|||593038.5|||17_Mchen|||killer|||570048.75|||593182.625|||me
Grenade,#4,14,Ftbox_NkEr,571503.4375,600855.1875,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9paCUahUKDXx8JE4i98KmYCe9yfqh7w3qoNAzYImPkymm-yAekj5hNRT4Vsh9hZuIOLdFqFhuQeY2uSV54MA8b-Q1EI-AUs4oxrtMIlDQ50zZm1lu-udrEAQ=,2023-02-23 02:23:59,X-yian,#4,570122.25,601484.0625,05:09 02|||X-yian|||(#4)|||Grenade (15m)|||victim|||570122.25|||601484.0625|||X-yian|||killer|||571503.4375|||600855.1875|||me
Vector,#4,,MLGBDWOCXAO,570255.3125,598116.5625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9paCUahUKDXx8JE4i98KmYCe9yfqh7w3qoNAzYImPkymm-yAekj5hNRT4Vsh9hZuIOLdFqFhuQeY2uSV54MA8b-Q1EI-AUs4oxrtMIlDQ50zZm1lu-udrEAQ=,2023-02-23 02:23:59,Ftbox_NkEr,14,571335,600603.0625,05:19 killer|||MLGBDWOCXAO|||(#4)|||Vector (27m)|||victim|||571335|||600603.0625|||me|||killer|||570255.3125|||598116.5625|||MLGBDWOCXAO
AKM,41m,,Be1s_-,452667,245195.765625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXNnX9o8OtigvfLcTyCGSMOLBNGQJoUsoXqQr7e1LAXso93dFcQH6TRV05IPRbiuI-Od_46GLkGNZJWTYaMK_Rmlgjt0CcCBINO6hIdvGkGA8XD7xh1wVFw=,2023-02-23 02:14:27,Ftbox_NkEr,13,451492.15625,249106.0625,01:22 killer|||Be1s_-|||AKM (41m)|||victim|||451492.15625|||249106.0625|||me|||killer|||452667|||245195.765625|||Be1s_-
M16A4,#15,1,Ftbox_NkEr,176058.234375,306741.40625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXzamnhjz4IkdXbalpkXIlCBS5h3uJldrzdsbZO6z4lWecPwTtag5U_fAjWcFs3LB7cbL3f4KkvEDTzQoWvOlCpnuafc30z2luc4WLiM7Yycd4y-Isr8-tU=,2023-02-23 01:52:06,zijiren1590,#15,173371.0625,306543.09375,02:22 01|||zijiren1590|||(#15)|||M16A4 (27m)|||victim|||173371.0625|||306543.09375|||zijiren1590|||killer|||176058.234375|||306741.40625|||me
M16A4,#15,1,Ftbox_NkEr,176135.6875,306821.5,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXzamnhjz4IkdXbalpkXIlCBS5h3uJldrzdsbZO6z4lWecPwTtag5U_fAjWcFs3LB7cbL3f4KkvEDTzQoWvOlCpnuafc30z2luc4WLiM7Yycd4y-Isr8-tU=,2023-02-23 01:52:06,LoneLy-laonanren,#15,171715.6875,306228.6875,02:31 02|||LoneLy-laonanren|||(#15)|||M16A4 (45m)|||victim|||171715.6875|||306228.6875|||LoneLy-laonanren|||killer|||176135.6875|||306821.5|||me
M416,#15,1,Ftbox_NkEr,166734.890625,304847.9375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXzamnhjz4IkdXbalpkXIlCBS5h3uJldrzdsbZO6z4lWecPwTtag5U_fAjWcFs3LB7cbL3f4KkvEDTzQoWvOlCpnuafc30z2luc4WLiM7Yycd4y-Isr8-tU=,2023-02-23 01:52:06,wudi_DP,#15,164708.40625,299279.46875,03:21 03|||wudi_DP|||(#15)|||M416 (59m)|||victim|||164708.40625|||299279.46875|||wudi_DP|||killer|||166734.890625|||304847.9375|||me
SKS,#15,1,Ftbox_NkEr,166734.890625,304847.9375,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXzamnhjz4IkdXbalpkXIlCBS5h3uJldrzdsbZO6z4lWecPwTtag5U_fAjWcFs3LB7cbL3f4KkvEDTzQoWvOlCpnuafc30z2luc4WLiM7Yycd4y-Isr8-tU=,2023-02-23 01:52:06,Ks-huaihuadawei,#15,161682.5,297455.84375,03:21 04|||Ks-huaihuadawei|||(#15)|||SKS (90m)|||victim|||161682.5|||297455.84375|||Ks-huaihuadawei|||killer|||166734.890625|||304847.9375|||me
M762,#9,1,Ftbox_NkEr,192491.5625,529566.0625,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXzamnhjz4IkdXbalpkXIlCBS5h3uJldrzdsbZO6z4lWecPwTtag5U_fAjWcFs3LB7cbL3f4KkvEDTzQoWvOlCpnuafc30z2luc4WLiM7Yycd4y-Isr8-tU=,2023-02-23 01:52:06,Geek-Me,#9,195024.953125,529685.875,12:54 05|||Geek-Me|||(#9)|||M762 (25m)|||victim|||195024.953125|||529685.875|||Geek-Me|||killer|||192491.5625|||529566.0625|||me
M762,#2,1,Ftbox_NkEr,220986.3125,571517.25,https://opgg-pubg-static.akamaized.net/images/map/miramar/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXzamnhjz4IkdXbalpkXIlCBS5h3uJldrzdsbZO6z4lWecPwTtag5U_fAjWcFs3LB7cbL3f4KkvEDTzQoWvOlCpnuafc30z2luc4WLiM7Yycd4y-Isr8-tU=,2023-02-23 01:52:06,KAVINDU_CHAMATH,#2,221000.828125,571423.1875,19:50 06|||KAVINDU_CHAMATH|||(#2)|||M762 (1m)|||victim|||221000.828125|||571423.1875|||KAVINDU_CHAMATH|||killer|||220986.3125|||571517.25|||me
M762,#9,1,Ftbox_NkEr,371379.5625,557463.0625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pZv378sfBf89rvbIlXxByfFlUBeFtr728teC6YyPi1XLKSbIjh5AlhJj-nNcEVxJvb4AvDJYz8aqr9aCBg-Qn0eebCkLsCeElL_o8Zdm9a5BCLDk6ivy6oo=,2023-02-23 01:24:55,yuhao-L8,#9,370791.125,557939.75,12:11 01|||yuhao-L8|||(#9)|||M762 (8m)|||victim|||370791.125|||557939.75|||yuhao-L8|||killer|||371379.5625|||557463.0625|||me
M762,#9,1,Ftbox_NkEr,371379.5625,557463.0625,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pZv378sfBf89rvbIlXxByfFlUBeFtr728teC6YyPi1XLKSbIjh5AlhJj-nNcEVxJvb4AvDJYz8aqr9aCBg-Qn0eebCkLsCeElL_o8Zdm9a5BCLDk6ivy6oo=,2023-02-23 01:24:55,ShymellyDG,#9,370294.96875,556568.4375,12:11 02|||ShymellyDG|||(#9)|||M762 (14m)|||victim|||370294.96875|||556568.4375|||ShymellyDG|||killer|||371379.5625|||557463.0625|||me
Grenade,#7,1,Ftbox_NkEr,400525.6875,604112.25,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,Wei_0117,#7,400502.09375,604419.6875,08:13 01|||Wei_0117|||(#7)|||Grenade (3m)|||victim|||400502.09375|||604419.6875|||Wei_0117|||killer|||400525.6875|||604112.25|||me
Mk14,#9,1,Ftbox_NkEr,523001.53125,644359.8125,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,NB_Sunny,#9,521784.28125,639544,13:18 02|||NB_Sunny|||(#9)|||Mk14 (50m)|||victim|||521784.28125|||639544|||NB_Sunny|||killer|||523001.53125|||644359.8125|||me
Mk14,#9,1,Ftbox_NkEr,523096.4375,644369.75,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,Chien_m16,#9,520999.625,639079.4375,13:19 03|||Chien_m16|||(#9)|||Mk14 (57m)|||victim|||520999.625|||639079.4375|||Chien_m16|||killer|||523096.4375|||644369.75|||me
Grenade,#9,1,Ftbox_NkEr,523096.4375,644369.75,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,bo1021bo,#9,520874.46875,638996.6875,13:19 04|||bo1021bo|||(#9)|||Grenade (58m)|||victim|||520874.46875|||638996.6875|||bo1021bo|||killer|||523096.4375|||644369.75|||me
Mk14,#5,1,Ftbox_NkEr,479493,574234.9375,https://opgg-pubg-static.akamaized.net/images/map/tiger/0x0x0.jpg,JwQTpc85CVDzAo7j_aZ9pXfmr_AbXmUweCWWHhNHzCO6QxU8OgU7AEA337knAVttVsf-tC9FYtIIgA7Q_fJFRCC11OcIMADriUQ6BJyr1zdSYxTxlfOPefNDWSBJpslLaCHdYSAanKE=,2023-02-23 00:49:55,Wolverine_one,#5,484531.96875,587438.1875,21:11 05|||Wolverine_one|||(#5)|||Mk14 (141m)|||victim|||484531.96875|||587438.1875|||Wolverine_one|||killer|||479493|||574234.9375|||me
