type,type2,time,player_survive_time,team_placement,game_size,player_kills,player_dmg,player_distance_travelled,player_team_list,match_id,player_dist_ride,player_dist_walk,player_dbno,player_assists,player_name
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-20 00:53:23,113,4,16,0,0,0.05km,Ftbox_NkEr|||Ftbox_Magisk|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9peDw0dcJqsaurPqe8YpmUoPhBdOPO8EvtcXMdN1d9_nEyqA_bCGcUafFlIQHj6r18_qN41T0RkD8CHysWrPmOQnhsJFcdSL4LU7fYYzeC4tnW2hxSczaRR0=,0.00,0.05,0,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-20 00:18:10,1784,2,18,2,547,2.71km,Ftbox_NkEr|||Ftbox_Magisk|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pY8ZSSUkFJD1O6zl5LIwbwUyNfIzUbzAtaMadCYlgiCLXTxh14bUs-TdLsHfkmhckDeEY8pCh8O5BFc9k19M9IyJEvk7JhP03090ILQtrG_xFamOlG_ulHI=,1.67,1.04,4,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 03:13:58,1734,1,16,6,959,7.10km,Ftbox_NkEr|||Ftbox_Magisk|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9panP2T377LAEF9blABDXqEK89vnOPuky2-l4cSrOeJKoAGQ-IQT7cgOemQn16dnyfGsWO6Z32tMxEmWcwbQ7gibQ5vNa5tUouAyMbv93KLhPiixDzwpOeHk=,4.63,2.47,8,5,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 02:49:56,254,13,17,0,72,0.10km,Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Magisk|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pQye47VYS-8mfmTTh9ESkOZ_pUHLGkFRlsMeYW9AaAkG_YKdiIWpaV9WCuBWUxDkiYDgfEeshP9IB5-Ft10ycTHHqIcndc_eYyvAnzDRrfD8w3gUOHWcOzY=,0.00,0.10,0,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 02:36:20,660,11,16,4,337,0.44km,Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Magisk|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pbBiMX_AezvbPnd8dWYJoCGOtCV6aHI48xS6O8IzLw2WDyXGq4o97o1MU_Y4BPZ32IFdNNNsT1JOheq5LoVNi9ST3P2J434V_b5b38-5PUrE0m9ib_xYjxk=,0.00,0.44,3,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 02:09:40,1364,1,16,3,417,8.12km,Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Magisk|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pRTvBgO96bC_nJ75t2VYslMzlTKlCvNqvLhu1exLCv80N5jfSy90EWs-QZMWIZNXrbN3ZhRuRqHF4ZmsZBRu87llpcqlZiEuTTK9Kxa6lQRrhVgiZ21wPTg=,6.24,1.88,3,5,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 01:33:54,1723,1,18,6,575,5.22km,Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Magisk|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pa39qmyWYfsLX0rInrNOXO225SPOxW20FQf9YrnTrZP4vs0gR7jnI6L8KZLjSAgnWRhy8CuBPOEMKoeNIrFGdiC0KU5Fb2dA6i_iAN_4AJ377l09Lw5JNEk=,2.91,2.30,3,3,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 01:03:21,1684,1,17,8,801,7.32km,Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Magisk|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pR49Kf6eTQ3jKTCHI9kt6TP_7KSlSiyFP7_IIYOnKRJ-MdcxzrATXsFhIIgiRR5lcBxB8wF0DtK_3FPTJuIGvJo6oPbvBPiwsqXdGVMFiSSm56q9rY5NwEI=,5.36,1.96,6,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 00:45:35,843,10,19,1,287,6.08km,Ftbox_NkEr|||Ftbox_Magisk|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pU-Dj8clPggphDp-EYGHIOO0N3uxUWjTCv_4f4ck3Btiob6aSCjPSGPZZgko4K-F_5_p0ic1Fxey0BftZ0nfHUyPXzMIB_EwaBSfXUNPMhLHkIdPUn0PROA=,4.79,1.29,1,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-19 00:12:25,1780,1,17,9,"1,002",5.05km,Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Magisk|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pUiGpMpgghHso2BmI7N-nrFs3OCeegXGxJ5Ve3RUbtFIBYNznt1GQqTLmBKnhASD01098pxLqCDDhC_5wi5kzB-_Q87XoGpnHVZJFeMbmyLHqgb5xF7ET-E=,3.18,1.87,6,3,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 07:46:57,1363,1,17,2,390,5.23km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pdFDCHZz9hDHch5pH7lhmzyQTgil2XboFZYbLwdC0NEglYUh2M7X5mTWF6QMUSk32OCPWF-4WAKkntlEYIEPCC0fPv-gyT2hXySPeQL7M8bEKBr0mRH4SCU=,3.46,1.76,2,1,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 07:13:11,1843,1,16,5,540,4.62km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pZbNmuH0PUyMLtAeMnjfGcrzOt90UXgRpm_eoDFhbFKY5MuEguF9ZzB0UT5x4MKch2qY_Z7QHoEc8NUgWPYgRG7HFUiGihRyZ5P83ridnC6UjhRNRpx23vg=,2.94,1.68,4,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 07:04:03,439,11,16,1,297,0.50km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pVJr1BDmjXCBlzOlpYkSWhIj4PGqt6ONbwowXI0sm2g6x0ev3YAOXbt9oJb_6XZiRMvjrhuT2RJefccdg7_buhVSzW32_FWw7KZK6nlG0tkGga_ENCYUydQ=,0.00,0.50,3,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 06:34:13,1608,1,15,7,"1,003",3.71km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pRKlEJchPxnEZwKZcyJKVPpPjFnygz3ewintDkxz4Pz7aWW6mu0vPyhDePIcZ-M1fxSyiHTShUhmUQMqnTRgEhrlXHHvCzlgiE-QPzyXGGqjcEJuTgV3rJ4=,1.75,1.95,5,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 06:00:51,1501,1,17,2,319,5.01km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pabBt1kCUIA4mREwi56klnx0Q-05BtXpMKANQJJB-FalEOft2CyWXBgNeLLoaBow9D0i45m8VqU8_Tyj1ML2ScYdqyvbmkeJ-inguk0lDTSh3BmuviHDvYA=,3.27,1.74,2,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 05:31:15,1639,1,16,7,570,10.59km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pdMWWY-vRGVVFC9Bcyeqa_1x0RGef7zdWuA6kZyj6_fkOL5JbyWOvHgtJEhYBB7LF0fjPxyjVe7xLcRpkD5BMOh2EFfpWUvwxmyjqPro43sC5Sn8kQyuv6I=,9.06,1.52,4,1,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 05:01:59,1611,4,18,1,154,5.51km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pWwud_P7LjUsl62crRDxsYj_UaCWL2KKe9H7tNwlnp5AI0YrISXSEn0QfW_erMn3A7QCVt9KGYNjvfD3ZRMV8iAzOfT90zGot-PLhBy6deddtsqZ139POP8=,4.16,1.35,0,0,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 04:30:48,1711,2,16,7,728,6.41km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pd71WMWQ3PfpayY3Y20homAQ_bWn-mA7-z2iUrHObMOUlenf1R5fY_kVHqzckhrClfSTwyKRyni-sedjOs7O5VBuw2e09vsJIRGxaaxirr4rG8K6EbsclV0=,4.26,2.15,5,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 03:28:33,1528,1,15,6,973,3.58km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pd71WMWQ3PfpqFCOi1Ib7TagwU-a_HaPbBa23LZc2ZSY3LWd-S64reqSrZ0crcpL6kYpfLdFCvQd-rm7RY7grqEL7ZZqoyFZbOBL3hWwIK1GUiqtRyuSmXA=,1.91,1.68,5,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 02:56:36,1461,2,16,4,264,5.91km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9paHyBfvJW3_9dy1R6BL5XyyGue2JV1BiaWI2m7snQpThKp06B-UrLJLs_cwbN3sCq220TcjHo-a6wMeVD6o4AYPmeb69m83uYmDwqofKuffmnaw2wFcRVsE=,4.63,1.28,3,1,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 02:20:15,1531,1,18,3,606,6.17km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pZTubGLHWKXuhNW8B-C86uM5fRhFbzNi-ShlaJ0_OJ1X_C-LbVE5tMItb-VHQuVmvd04vnibJeoGJ1dWFAXgLmkgPPlm644gjEwdXmenXRsQ2olpjPLD7U0=,4.97,1.20,4,2,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 01:46:47,1764,1,17,6,865,8.41km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pV3R7aZg1Pw30jSPatRhlj5X-znJ1pT2DKLByI7_j6yV0PNeYUMTLOC_IFxXMy7l1GsIo5o_Nhgv_zehp958D4XCE0GaaRTh0hRFDinou1NEs7sZBv_pgrM=,7.04,1.37,6,1,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 01:21:26,1385,4,16,1,421,3.92km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9pV3R7aZg1Pw30jSPatRhlj5WAd5g8R-t3u6YCVCBoZ9U1v2FcGmxGAjdOtaCLdBT4ucKXUVAmOOTyx8ZkcBqCHxFRIO0jAAgJOisCrvcaHV8R6FGJelHyMc=,2.04,1.88,1,1,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-17 00:49:06,1459,1,16,2,307,4.07km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_ShiSan|||Ftbox_Xx1ng,JwQTpc85CVDzAo7j_aZ9papnAP-BC-PdEga9VQ5KeEc4_uBErO0l20c3DXDQhP4Dh4MMEKklPbbaBUOlCuGH4ccQZXkqz96DfRUSOb_ySjULmIpY6NRrTgMrUYcKv31byB4a6MuxC9M=,1.82,2.25,2,1,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-15 10:20:44,352,3,19,3,332,0.33km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_ShiSan|||Ftbox_HuangGg,JwQTpc85CVDzAo7j_aZ9pbEsudOW01MdxeVq9V0DsujBi5MtXqxaICfRkbj6rreOI8kSPix2QOF9jWii4EgOHmbOK5PzsBW-HykifCNewnyf7QBNO9xHyXzXfOb_oNOZGHFtbaHraBg=,0.00,0.33,3,3,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-15 09:55:03,1433,1,18,9,"1,131",5.39km,Ftbox_NkEr|||Ftbox_Xzz|||Ftbox_HuangGg|||Ftbox_ShiSan,JwQTpc85CVDzAo7j_aZ9pelWt4Bv3hIuIB3nqnOByhV1dEtMFwEfHo5-gNjuJiZPkrHK5gTaBcDu5WVwAQm5PTRa0NdoxbMEHsp_a1wOKl0Nnq1IMVfNbnMR5ig0FqRYGj3zHZZxt5E=,2.86,2.54,5,11,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-15 09:25:51,1162,1,16,5,597,6.29km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_HuangGg|||Ftbox_ShiSan,JwQTpc85CVDzAo7j_aZ9pXB7BszWgqWpOMgta22G9E-Sq2NDS4FKaXzOQ9GU8eZfs5D7fwxaS9fpM-iWRK1n9V794VJY_YzlY2yZF7u8P_IVt2b_H51y75Z238udLqs65ywQ1p9cNOI=,4.68,1.61,5,5,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-15 08:58:09,1550,1,16,9,879,6.88km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_HuangGg|||Ftbox_ShiSan,JwQTpc85CVDzAo7j_aZ9pYF4o7pZWRWgdGNIdvUt7UNCZTtYP8BcTH6bEqHHioozmBT34PtsTu51jOURPwvZMm30YDNciHiw4fbOAA9_Z931imFgpitk49mh8ZCE3PcQFbm_JRqL_VI=,4.54,2.34,8,6,Ftbox_NkEr
Ranked,sp__mode sp__mode--competitive-4-tpp,2023-02-15 08:30:40,1479,3,18,5,833,2.40km,Ftbox_Xzz|||Ftbox_NkEr|||Ftbox_HuangGg|||Ftbox_ShiSan,JwQTpc85CVDzAo7j_aZ9pW2gRdoudeGv4viDpE3u91A3fUM-_irRuh7hDkJUwYqrRdFxQteQ4BYdVsUJq3Hx_X0IN-i83H_XHQ5IFL_pvZyPmsV5zhnPoYRRLVBJGqXsY0QW2Cmas3I=,0.71,1.69,5,2,Ftbox_NkEr
